,Name,County,County IDs,Latitude,Longitude,Started,Year,Acres Burned,Cal Fire Incident,Major Incident
1607,Del Fire,Stanislaus,50,37.43,-121.34,2019-10-03 13:36:04+00:00,2019,18,TRUE,FALSE
910,Spenceville Fire,Yuba,58,39.07,-121.35,2017-07-24 14:56:00+00:00,2017,39,TRUE,TRUE
1566,Far Fire,Yuba,58,39.06,-121.35,2019-07-06 20:21:25+00:00,2019,38,TRUE,FALSE
358,Apple Fire,Sacramento,34,38.47,-121.35,2015-09-03 12:12:00+00:00,2015,110,TRUE,TRUE
1040,Soledad Fire,Monterey,27,36.44,-121.35,2017-04-24 12:06:00+00:00,2017,10,TRUE,FALSE
1277,Fairview Fire,San Benito,35,36.83,-121.36,2018-06-03 15:09:00+00:00,2018,35,TRUE,FALSE
164,Bald Fire,Shasta,45,40.9,-121.37,2014-07-30 20:15:00+00:00,2014,39736,TRUE,FALSE
509,Bird Fire,San Joaquin,39,37.62,-121.37,2016-08-20 08:35:00+00:00,2016,147,TRUE,FALSE
1592,Bikeway Fire,Alameda,1,37.47,-121.37,2019-07-05 09:46:01.973000+00:00,2019,25,TRUE,FALSE
1385,Rains Fire,Stanislaus,50,37.42,-121.37,2019-07-18 09:07:57+00:00,2019,35,TRUE,FALSE
298,Tesla Fire,Alameda,1,37.38,-121.37,2015-08-19 14:45:00+00:00,2015,2700,TRUE,TRUE
61,Burney Lightning Series (Warner Fire),Shasta,45,40.54,-121.38,2013-08-19 17:48:00+00:00,2013,196,TRUE,TRUE
19,Swedes Fire,Butte,4,39.45,-121.38,2013-08-16 16:37:00+00:00,2013,2462,TRUE,TRUE
1037,Twenty Fire,Yuba,58,39.23,-121.38,2017-05-29 15:31:00+00:00,2017,10,TRUE,FALSE
532,Moore Fire,Placer,31,38.87,-121.38,2016-06-21 12:24:00+00:00,2016,88,TRUE,FALSE
55,PFE Fire,Placer,31,38.73,-121.38,2013-06-13 11:28:00+00:00,2013,237,TRUE,FALSE
295,Frog Fire,Modoc,25,41.4,-121.39,2015-07-30 17:45:00+00:00,2015,4863,FALSE,FALSE
319,Swedes Fire,Butte,4,39.44,-121.39,2015-07-29 11:25:00+00:00,2015,400,TRUE,TRUE
1586,Watt Fire,Placer,31,38.75,-121.39,2019-06-07 12:59:00+00:00,2019,27,TRUE,FALSE
1489,Dyer Fire,Placer,31,38.74,-121.39,2019-06-26 22:43:07+00:00,2019,148,TRUE,FALSE
1608,Foster Fire ,San Benito,35,36.73,-121.39,2019-09-04 20:33:59+00:00,2019,17,TRUE,FALSE
480,Beale Fire,Yuba,58,36.17,-121.39,2016-08-18 15:35:00+00:00,2016,400,TRUE,FALSE
644,Cascade Fire (Wind Complex),Yuba,58,39.32,-121.4,2017-10-08 23:03:00+00:00,2017,9989,TRUE,TRUE
585,Hidden Fire,San Benito,35,36.8,-121.4,2016-06-03 17:39:00+00:00,2016,30,TRUE,FALSE
1545,Forbestown Fire,Butte,4,39.47,-121.41,2019-09-06 15:18:52+00:00,2019,58,TRUE,FALSE
1439,Swedes Fire,Butte,4,39.45,-121.41,2019-09-07 15:06:00+00:00,2019,496,TRUE,TRUE
656,Wall Fire,Butte,4,39.45,-121.41,2017-07-07 14:52:00+00:00,2017,6033,TRUE,TRUE
653,LaPorte Fire (Wind Complex),Butte,4,39.39,-121.41,2017-10-09 00:57:00+00:00,2017,6151,TRUE,TRUE
967,Highway Fire,Butte,4,39.36,-121.41,2017-06-22 09:49:00+00:00,2017,21,TRUE,FALSE
949,Jasper Fire,Yuba,58,39.03,-121.41,2017-09-26 15:20:00+00:00,2017,26,TRUE,FALSE
1267,Hidden Fire,San Benito,35,36.8,-121.41,2018-07-25 14:11:00+00:00,2018,39,TRUE,FALSE
1573,Heavy Range Fire,Yolo,57,39.17,-121.42,2019-08-10 18:47:02+00:00,2019,33,FALSE,FALSE
518,Coe Fire,Stanislaus,50,37.17,-121.42,2016-06-07 16:30:00+00:00,2016,120,TRUE,FALSE
1151,Wilson Fire,Tehama,52,40.34,-121.43,2018-09-28 13:08:00+00:00,2018,261,FALSE,FALSE
1060,Camp Fire,Butte,4,39.81,-121.43,2018-11-08 06:33:00+00:00,2018,153336,TRUE,TRUE
1262,Simmons Fire,Butte,4,39.57,-121.43,2018-07-19 12:00:00+00:00,2018,43,TRUE,TRUE
515,Bangor Fire,Butte,4,39.44,-121.43,2016-09-22 11:45:00+00:00,2016,130,TRUE,FALSE
1433,Baseline Fire ,Placer,31,38.75,-121.43,2019-09-20 15:02:08+00:00,2019,604,TRUE,FALSE
229,Brewer Fire,Placer,31,38.84,-121.44,2014-01-22 13:10:00+00:00,2014,120,TRUE,FALSE
1119,Sunset Fire,Placer,31,38.82,-121.45,2018-08-01 13:11:00+00:00,2018,700,TRUE,FALSE
1567,Jamieson Fire,Santa Clara,43,37.03,-121.46,2019-08-25 13:06:49+00:00,2019,35,TRUE,FALSE
1516,Whiskey Fire,San Joaquin,39,37.96,-121.47,2019-07-16 18:44:15+00:00,2019,90,TRUE,FALSE
1451,Mill Fire,Monterey,27,36.01,-121.47,2019-07-30 13:28:17+00:00,2019,280,FALSE,FALSE
207,Encinal Fire,Monterey,27,36.63,-121.48,2014-03-19 16:45:00+00:00,2014,400,TRUE,TRUE
95,Branch Fire,Butte,4,39.66,-121.5,2013-08-01 16:01:00+00:00,2013,92,TRUE,TRUE
45,Summit Fire,Butte,4,39.44,-121.5,2013-10-04 17:37:00+00:00,2013,305,TRUE,TRUE
771,Corral Fire,Alameda,1,37.63,-121.5,2017-09-19 14:05:00+00:00,2017,155,TRUE,FALSE
241,Marsh Fire,Contra Costa,7,37.54,-121.51,2014-07-11 21:57:00+00:00,2014,80,TRUE,TRUE
1099,Hat Fire,Shasta,45,40.99,-121.52,2018-08-09 14:34:00+00:00,2018,1900,TRUE,TRUE
1347,Dark Fire,Butte,4,39.66,-121.52,2018-07-10 12:42:00+00:00,2018,11,TRUE,FALSE
1266,Oregon Fire,Butte,4,39.55,-121.52,2018-06-16 11:47:00+00:00,2018,40,TRUE,FALSE
1125,June Fire,Butte,4,39.37,-121.52,2018-10-30 14:46:00+00:00,2018,550,TRUE,FALSE
647,Cherokee Fire,Butte,4,39.62,-121.53,2017-10-08 21:45:00+00:00,2017,8417,TRUE,TRUE
1609,Mines Fire,Santa Clara,43,37.49,-121.53,2019-06-26 18:06:54+00:00,2019,17,TRUE,FALSE
1353,Powellton Fire,Butte,4,39.93,-121.54,2018-10-15 11:57:00+00:00,2018,10,TRUE,FALSE
768,Honcut Fire,Butte,4,39.37,-121.54,2017-07-10 14:45:00+00:00,2017,166,TRUE,FALSE
1449,Hollow Fire,San Joaquin,39,37.63,-121.54,2019-07-03 15:34:12+00:00,2019,283,TRUE,FALSE
1192,Bridle Fire,Santa Clara,43,37.06,-121.54,2018-07-06 10:40:00+00:00,2018,116,TRUE,FALSE
988,Lakeland Fire,Butte,4,39.54,-121.55,2017-07-04 15:45:00+00:00,2017,18,TRUE,FALSE
167,Eiler Fire,Shasta,45,40.72,-121.56,2014-07-31 18:04:00+00:00,2014,32416,TRUE,TRUE
1053,Oroville Spillway ,Butte,4,39.51,-121.56,2017-02-07 14:00:00+00:00,2017,0,TRUE,TRUE
1534,Levee Fire,Yuba,58,39.16,-121.56,2019-06-08 13:07:00+00:00,2019,70,FALSE,FALSE
1493,Patterson Fire,Alameda,1,37.72,-121.56,2019-08-21 17:56:05+00:00,2019,139,TRUE,FALSE
1279,Patterson Fire,Alameda,1,37.71,-121.56,2018-07-25 16:05:00+00:00,2018,34,TRUE,FALSE
890,Mines Fire,Alameda,1,37.56,-121.56,2017-08-27 17:45:00+00:00,2017,44,TRUE,FALSE
831,Castro Fire,Santa Clara,43,36.97,-121.56,2017-07-23 16:07:00+00:00,2017,78,TRUE,FALSE
781,Soda Fire,Butte,4,40.08,-121.57,2017-09-28 14:46:00+00:00,2017,143,TRUE,FALSE
470,Saddle Fire,Butte,4,39.69,-121.57,2016-09-05 16:28:00+00:00,2016,850,TRUE,TRUE
1579,Mountain Fire,Alameda,1,37.75,-121.57,2019-06-21 14:42:00+00:00,2019,30,FALSE,FALSE
414,Betabel Fire,San Benito,35,36.87,-121.57,2015-07-20 13:23:00+00:00,2015,25,TRUE,FALSE
47,Lone Fire,Butte,4,39.43,-121.58,2013-06-03 13:49:00+00:00,2013,298,TRUE,TRUE
1628,Moms Fire ,Butte,4,39.42,-121.58,2019-07-23 14:41:00+00:00,2019,10,TRUE,FALSE
801,Lone Fire,Butte,4,39.38,-121.58,2017-06-22 11:10:00+00:00,2017,111,TRUE,FALSE
1128,Grant Fire,Alameda,1,37.75,-121.58,2018-05-30 13:21:00+00:00,2018,484,TRUE,FALSE
992,Corner Fire,Shasta,45,40.93,-121.59,2017-08-17 14:15:00+00:00,2017,17,TRUE,TRUE
120,Grant Fire,Alameda,1,37.74,-121.59,2013-07-04 10:00:00+00:00,2013,50,TRUE,FALSE
497,Grant Fire,Alameda,1,37.74,-121.59,2016-06-25 16:11:00+00:00,2016,211,TRUE,FALSE
1391,Mid Fire,Alameda,1,37.09,-121.59,2019-07-12 18:40:09+00:00,2019,22,TRUE,FALSE
306,Tassajara Fire,Monterey,27,36.37,-121.59,2015-09-19 15:00:00+00:00,2015,1086,TRUE,TRUE
1276,Corner Fire,Shasta,45,40.96,-121.6,2018-07-29 16:22:00+00:00,2018,35,TRUE,FALSE
12,Panther Fire,Tehama,52,40.19,-121.6,2013-05-01 09:12:00+00:00,2013,6965,TRUE,TRUE
586,70 Fire,Butte,4,39.62,-121.6,2016-05-29 16:51:00+00:00,2016,30,TRUE,TRUE
520,Coal Fire,Butte,4,39.59,-121.6,2016-06-20 16:38:00+00:00,2016,112,TRUE,FALSE
1345,Grant Fire,Alameda,1,37.74,-121.6,2018-05-14 13:06:00+00:00,2018,12,TRUE,FALSE
1623,Mines Fire,Alameda,1,37.55,-121.6,2019-09-02 14:36:35+00:00,2019,11,TRUE,FALSE
1311,Church Fire,Santa Clara,43,37.08,-121.6,2018-07-25 16:14:00+00:00,2018,20,TRUE,FALSE
811,Bally Fire,Santa Clara,43,36.99,-121.6,2017-09-03 19:17:00+00:00,2017,100,TRUE,FALSE
246,Wildlife Fire,Butte,4,39.47,-121.61,2014-07-14 18:00:00+00:00,2014,72,TRUE,FALSE
1015,Pacific Fire,Butte,4,39.44,-121.61,2017-09-12 17:24:00+00:00,2017,12,TRUE,FALSE
559,70 Fire,Butte,4,39.43,-121.61,2016-06-21 15:09:00+00:00,2016,49,TRUE,FALSE
1123,Grant Fire,Alameda,1,37.76,-121.61,2018-07-08 17:38:00+00:00,2018,640,TRUE,TRUE
1281,Nimshew Fire,Butte,4,39.84,-121.62,2018-09-24 00:41:00+00:00,2018,33,TRUE,TRUE
1314,70 Fire,Butte,4,39.6,-121.62,2018-06-14 15:18:00+00:00,2018,20,TRUE,FALSE
1008,Desabla Fire,Butte,4,39.86,-121.63,2017-07-02 13:43:00+00:00,2017,14,TRUE,FALSE
1163,Par Fire,Butte,4,39.49,-121.64,2018-07-04 13:30:00+00:00,2018,191,TRUE,FALSE
1471,Cypress Complex,Contra Costa,7,37.99,-121.64,2019-10-27 08:50:23+00:00,2019,200,FALSE,FALSE
818,Wilbur Fire,Butte,4,39.52,-121.65,2017-06-06 12:43:00+00:00,2017,91,TRUE,FALSE
1606,Carroll Fire,Alameda,1,37.72,-121.66,2019-08-31 12:55:15+00:00,2019,19,TRUE,FALSE
774,Honey Fire,Butte,4,39.75,-121.67,2017-10-09 15:05:00+00:00,2017,150,TRUE,TRUE
1222,Tesla Fire,Santa Clara,43,37.66,-121.67,2018-06-29 20:59:00+00:00,2018,70,TRUE,FALSE
1546,Sellers Fire,Contra Costa,7,37.97,-121.68,2019-08-07 15:13:52+00:00,2019,58,FALSE,FALSE
336,Vasco Fire,Contra Costa,7,37.82,-121.68,2015-07-30 11:18:00+00:00,2015,195,TRUE,FALSE
813,Tilton Fire,Santa Clara,43,37.15,-121.68,2017-08-11 14:55:00+00:00,2017,100,TRUE,FALSE
1448,Hwy Fire,Butte,4,39.62,-121.69,2019-09-28 17:48:10+00:00,2019,300,TRUE,FALSE
1384,Mines Fire,Alameda,1,37.63,-121.69,2019-10-24 23:16:18+00:00,2019,35,TRUE,FALSE
842,Felipe Fire,Santa Clara,43,37.25,-121.69,2017-07-10 15:54:00+00:00,2017,70,TRUE,FALSE
1533,Coyote Fire,Santa Clara,43,37.19,-121.69,2019-07-02 16:10:02+00:00,2019,74,FALSE,FALSE
1230,Park Fire,Santa Clara,43,37.18,-121.69,2018-10-07 12:57:00+00:00,2018,63,FALSE,FALSE
593,Oak Fire,Santa Clara,43,37.07,-121.69,2016-08-12 16:00:00+00:00,2016,25,TRUE,FALSE
583,Old Fire,Butte,4,39.89,-121.7,2016-09-16 23:28:00+00:00,2016,30,TRUE,FALSE
1255,Hale Fire,Santa Clara,43,37.16,-121.7,2018-07-10 16:45:00+00:00,2018,51,TRUE,FALSE
592,Oak Fire,Santa Clara,43,37.12,-121.7,2016-09-01 14:36:00+00:00,2016,25,TRUE,FALSE
943,32 Fire,Butte,4,39.83,-121.71,2017-09-25 11:03:00+00:00,2017,28,TRUE,FALSE
100,Centerville Fire,Butte,4,39.73,-121.71,2013-08-31 17:23:00+00:00,2013,80,TRUE,TRUE
1466,Malech Fire,Santa Clara,43,37.22,-121.71,2019-06-09 14:29:00+00:00,2019,210,TRUE,FALSE
530,Santos Fire,Butte,4,39.8,-121.72,2016-08-26 15:30:00+00:00,2016,88,TRUE,TRUE
475,99 Fire,Butte,4,39.67,-121.72,2016-08-02 14:35:00+00:00,2016,550,TRUE,FALSE
129,Grant Fire,Santa Clara,43,37.34,-121.72,2013-12-31 05:30:00+00:00,2013,40,TRUE,FALSE
825,Ranch Fire,Santa Clara,43,37.33,-121.72,2017-06-29 13:56:00+00:00,2017,85,TRUE,FALSE
1633,Cashe Fire ,Yolo,57,38.73,-121.73,2019-11-25 12:02:02+00:00,2019,0,FALSE,FALSE
49,Concord Fire,Contra Costa,7,39.9,-121.74,2013-07-01 15:41:00+00:00,2013,274,TRUE,FALSE
1610,32 Fire,Butte,4,39.76,-121.74,2019-06-15 15:29:00+00:00,2019,17,TRUE,FALSE
804,Humboldt Fire,Butte,4,39.76,-121.74,2017-07-19 16:02:00+00:00,2017,103,TRUE,FALSE
54,Vasco Fire,Alameda,1,37.78,-121.74,2013-06-08 10:16:00+00:00,2013,240,TRUE,FALSE
786,Skyway Fire,Butte,4,39.7,-121.75,2017-06-16 09:27:00+00:00,2017,134,TRUE,FALSE
908,Reservation Fire,Monterey,27,36.67,-121.75,2017-07-16 11:17:00+00:00,2017,40,FALSE,FALSE
1290,Quimby Fire,Santa Clara,43,37.34,-121.76,2018-09-23 16:23:00+00:00,2018,30,TRUE,FALSE
1557,Aborn Fire,Santa Clara,43,37.33,-121.76,2019-07-15 11:12:00+00:00,2019,47,TRUE,FALSE
868,Quimby Fire,Santa Clara,43,37.33,-121.76,2017-06-21 18:02:00+00:00,2017,54,TRUE,FALSE
1544,Bayliss Fire,Santa Clara,43,37.22,-121.76,2019-08-15 13:44:02+00:00,2019,60,TRUE,FALSE
365,Laureles Fire,Monterey,27,36.57,-121.76,2015-09-19 15:25:00+00:00,2015,95,TRUE,FALSE
1350,Rock Fire,Shasta,45,40.46,-121.77,2018-03-27 16:20:00+00:00,2018,11,TRUE,FALSE
1115,Stoney Fire,Butte,4,39.77,-121.77,2018-07-12 22:45:00+00:00,2018,962,TRUE,TRUE
1366,Honey Flooding,Butte,4,39.71,-121.77,2018-11-29 23:30:00+00:00,2018,0,TRUE,TRUE
1324,Keeler Fire,Santa Clara,43,37.22,-121.77,2018-05-27 17:05:00+00:00,2018,16,TRUE,FALSE
359,36 Fire,Tehama,52,40.35,-121.78,2015-08-08 14:55:00+00:00,2015,110,TRUE,TRUE
1086,Lane Fire,Tehama,52,40.35,-121.78,2018-06-23 11:38:00+00:00,2018,3716,TRUE,TRUE
1135,Shippee Fire,Butte,4,39.6,-121.78,2018-06-26 12:56:00+00:00,2018,347,TRUE,FALSE
489,Butte Fire,Sutter,51,39.19,-121.78,2016-09-20 09:30:00+00:00,2016,300,TRUE,FALSE
119,Uvas Fire,Santa Clara,43,37.14,-121.78,2013-07-12 13:09:00+00:00,2013,50,TRUE,FALSE
197,Campbell Fire,Tehama,52,40.13,-121.79,2014-01-02 20:00:00+00:00,2014,865,FALSE,FALSE
529,Dunstone Fire,Butte,4,39.33,-121.79,2016-05-27 13:43:00+00:00,2016,91,TRUE,FALSE
1110,Butte Fire,Sutter,51,39.19,-121.79,2018-07-31 17:34:00+00:00,2018,1200,FALSE,FALSE
748,Deer Complex,Contra Costa,7,37.88,-121.79,2017-07-08 02:20:00+00:00,2017,231,TRUE,FALSE
1309,Morgan Fire,Contra Costa,7,37.81,-121.79,2018-11-15 13:31:00+00:00,2018,20,TRUE,FALSE
1221,Curie Fire,Santa Clara,43,37.23,-121.79,2018-07-10 15:08:00+00:00,2018,70,TRUE,FALSE
1525,Nelson Fire ,Butte,4,39.55,-121.8,2019-10-24 14:43:10+00:00,2019,80,TRUE,FALSE
1292,Creek Fire,Alameda,1,37.53,-121.8,2018-08-04 17:32:00+00:00,2018,30,TRUE,FALSE
519,Sierra Fire,Santa Clara,43,37.42,-121.8,2016-07-30 17:25:00+00:00,2016,114,TRUE,FALSE
935,York Fire,Monterey,27,36.59,-121.8,2017-10-15 14:55:00+00:00,2017,31,TRUE,FALSE
1312,Vallecitos Fire,Alameda,1,37.63,-121.81,2018-06-17 15:56:00+00:00,2018,20,TRUE,FALSE
1528,Sweigert Fire ,Santa Clara,43,37.43,-121.81,2019-07-24 20:01:44+00:00,2019,80,TRUE,FALSE
698,Berry Fire,Shasta,45,40.98,-121.82,2017-09-12 06:58:00+00:00,2017,995,TRUE,TRUE
806,Lariat Fire,Santa Clara,43,37.4,-121.82,2017-07-11 16:51:00+00:00,2017,101,FALSE,FALSE
1459,Harte Fire,Alameda,1,37.71,-121.84,2019-08-09 15:09:50+00:00,2019,240,FALSE,FALSE
1499,Reservoir Fire,Santa Clara,43,37.47,-121.84,2019-09-21 11:49:00+00:00,2019,128,TRUE,FALSE
1570,Calaveras Fire ,Santa Clara,43,37.44,-121.84,2019-06-10 15:16:00+00:00,2019,35,TRUE,FALSE
869,Weller Fire,Santa Clara,43,37.44,-121.84,2017-07-26 23:19:00+00:00,2017,51,TRUE,FALSE
335,Stephens Fire,Siskiyou,47,41.48,-121.85,2015-02-24 12:15:00+00:00,2015,200,FALSE,FALSE
9,Deer Fire,Tehama,52,40.04,-121.85,2013-08-23 14:15:00+00:00,2013,11429,TRUE,TRUE
268,Leopard Fire,Shasta,45,40.0,-121.85,2014-08-29 12:21:00+00:00,2014,25,TRUE,FALSE
1247,Bruce Fire,Contra Costa,7,37.8,-121.85,2018-07-08 16:45:00+00:00,2018,56,TRUE,FALSE
1618,Little Fire,Alameda,1,37.61,-121.85,2019-10-08 17:25:12+00:00,2019,12,TRUE,FALSE
449,Loma Fire,Santa Clara,43,37.11,-121.85,2016-09-26 14:42:00+00:00,2016,4474,TRUE,TRUE
889,Grace Fire,Shasta,45,40.49,-121.86,2017-04-03 16:00:00+00:00,2017,45,TRUE,FALSE
542,Hoag Fire,Tehama,52,39.79,-121.86,2016-06-11 14:30:00+00:00,2016,80,TRUE,FALSE
1468,Lumgrey Fire,Siskiyou,47,39.29,-121.86,2019-06-17 17:50:00+00:00,2019,207,FALSE,FALSE
1422,West Butte Fire,Sutter,51,39.29,-121.86,2019-06-08 14:37:00+00:00,2019,1350,FALSE,FALSE
1305,Glen Fire,Contra Costa,7,37.99,-121.86,2018-06-02 12:42:00+00:00,2018,23,TRUE,FALSE
1155,Marsh Fire,Contra Costa,7,37.9,-121.86,2018-07-25 14:41:00+00:00,2018,247,TRUE,TRUE
139,Fallon Fire,Alameda,1,37.74,-121.86,2013-07-06 13:09:00+00:00,2013,38,TRUE,FALSE
798,Fallon Fire,Alameda,1,37.74,-121.86,2017-10-17 14:00:00+00:00,2017,116,TRUE,FALSE
1429,Marsh Complex,Contra Costa,7,37.91,-121.87,2019-08-03 03:16:00+00:00,2019,757,TRUE,FALSE
17,Morgan Fire,Contra Costa,7,37.91,-121.88,2013-09-08 13:08:00+00:00,2013,3111,TRUE,TRUE
420,Dorris Fire,Siskiyou,47,42.0,-121.89,2015-07-21 17:00:00+00:00,2015,24,TRUE,TRUE
363,Munjar Fire,Butte,4,39.87,-121.89,2015-10-02 14:38:00+00:00,2015,104,TRUE,FALSE
1138,Country Fire,Santa Clara,43,37.45,-121.89,2018-07-22 13:06:00+00:00,2018,320,TRUE,TRUE
864,Owens Fire,Siskiyou,47,41.99,-121.9,2017-08-29 15:39:00+00:00,2017,55,TRUE,FALSE
1254,Crestline Fire,Shasta,45,40.82,-121.9,2018-07-24 15:24:00+00:00,2018,51,TRUE,TRUE
431,Soberanes Fire,Monterey,27,36.46,-121.9,2016-07-22 08:48:00+00:00,2016,132127,TRUE,TRUE
758,Tehama Fire,Tehama,52,40.02,-121.91,2017-10-26 20:00:00+00:00,2017,194,TRUE,FALSE
1556,Meridian Fire,Butte,4,39.85,-121.91,2019-05-01 16:46:00+00:00,2019,50,TRUE,TRUE
38,Kirker Fire,Contra Costa,7,37.97,-121.91,2013-07-01 13:19:00+00:00,2013,492,TRUE,FALSE
1265,Iron Fire,Contra Costa,7,37.78,-121.91,2018-06-19 15:19:00+00:00,2018,40,TRUE,FALSE
755,Range Fire,Alameda,1,37.73,-121.91,2017-08-22 14:00:00+00:00,2017,200,FALSE,FALSE
372,Fern Fire,Shasta,45,40.68,-121.93,2015-08-02 03:00:00+00:00,2015,75,TRUE,TRUE
1116,Dale Fire,Tehama,52,40.34,-121.94,2018-07-09 18:30:00+00:00,2018,856,TRUE,FALSE
522,Cow Fire,Shasta,45,40.0,-121.94,2016-09-25 07:15:00+00:00,2016,100,TRUE,FALSE
1083,Branscombe Fire,Solano,48,38.27,-121.94,2018-10-07 13:00:00+00:00,2018,4500,FALSE,FALSE
1103,Nurse Fire,Solano,48,38.21,-121.94,2018-11-08 13:28:00+00:00,2018,1500,FALSE,FALSE
1310,Niles Fire,Alameda,1,37.61,-121.94,2018-11-14 14:56:00+00:00,2018,20,TRUE,FALSE
1358,Llano Fire,Butte,4,39.61,-121.95,2018-06-29 11:44:00+00:00,2018,10,TRUE,FALSE
1174,Winters Fire,Solano,48,38.46,-121.95,2018-10-12 11:21:00+00:00,2018,160,FALSE,FALSE
1630,Cana Fire,Butte,4,39.84,-121.96,2019-04-30 12:20:00+00:00,2019,10,TRUE,FALSE
772,Hill Fire,Siskiyou,47,41.98,-121.97,2017-07-29 16:33:00+00:00,2017,155,TRUE,FALSE
1522,Timm Fire ,Solano,48,38.45,-121.97,2019-08-13 15:41:24+00:00,2019,81,TRUE,FALSE
810,Timm Fire,Solano,48,38.44,-121.97,2017-10-02 09:37:00+00:00,2017,100,TRUE,FALSE
1596,Willow Fire,Contra Costa,7,38.03,-121.98,2019-06-06 14:24:00+00:00,2019,23,TRUE,FALSE
1118,Eighty Eight Fire,Yolo,57,38.6,-121.99,2018-07-18 14:24:00+00:00,2018,822,TRUE,FALSE
1148,Valley Fire,Contra Costa,7,37.95,-121.99,2018-06-29 16:06:00+00:00,2018,268,TRUE,FALSE
311,Elk Fire,Lake,17,39.1,-122.0,2015-09-02 14:57:00+00:00,2015,673,TRUE,TRUE
249,Norman Fire,Solano,48,38.45,-122,2014-06-12 14:29:00+00:00,2014,70,TRUE,FALSE
863,Estate Fire,Solano,48,38.44,-122.0,2017-09-23 11:05:00+00:00,2017,55,TRUE,TRUE
1301,Willow Fire,Contra Costa,7,38.02,-122.0,2018-06-16 15:10:00+00:00,2018,25,TRUE,FALSE
790,Oak Fire,Shasta,45,40.7,-122.01,2017-07-01 00:48:00+00:00,2017,128,TRUE,FALSE
1332,Madison FIre,Yolo,57,38.65,-122.02,2018-06-01 13:31:00+00:00,2018,14,TRUE,FALSE
955,Hopper Fire,Shasta,45,40.72,-122.03,2017-09-01 11:21:00+00:00,2017,25,TRUE,FALSE
671,Winters Fire,Yolo,57,38.5,-122.03,2017-07-06 12:41:00+00:00,2017,2269,TRUE,TRUE
551,Oak Fire,Solano,48,38.33,-122.03,2016-07-22 13:01:00+00:00,2016,57,TRUE,FALSE
1259,Castro Fire,Alameda,1,37.7,-122.03,2018-08-26 14:23:00+00:00,2018,48,TRUE,FALSE
1612,Cow Fire,Shasta,45,40.61,-122.04,2019-09-24 08:40:45+00:00,2019,16,TRUE,FALSE
1096,Nelson Fire,Solano,48,38.43,-122.04,2018-08-10 16:57:00+00:00,2018,2162,TRUE,TRUE
151,Sonoma-Lake-Napa Unit Lightning Fires,Colusa,6,38.42,-122.04,2013-06-10 00:46:00+00:00,2013,28,TRUE,TRUE
150,Sonoma-Lake-Napa Unit Lightning Fires,Lake,17,38.42,-122.04,2013-06-10 00:46:00+00:00,2013,28,TRUE,TRUE
149,Sonoma-Lake-Napa Unit Lightning Fires,Solano,48,38.42,-122.04,2013-06-10 00:46:00+00:00,2013,28,TRUE,TRUE
148,Sonoma-Lake-Napa Unit Lightning Fires,Sonoma,49,38.42,-122.04,2013-06-10 00:46:00+00:00,2013,28,TRUE,TRUE
537,Dunnigan Fire,Yolo,57,38.89,-122.05,2016-07-15 14:00:00+00:00,2016,84,TRUE,FALSE
1319,Rincon Fire,Santa Cruz,44,37.01,-122.05,2018-11-03 21:28:00+00:00,2018,17,TRUE,TRUE
1621,Dales Fire,Tehama,52,40.31,-122.07,2019-10-07 11:03:29.963000+00:00,2019,11,TRUE,FALSE
443,Cold Fire,Yolo,57,38.53,-122.07,2016-08-02 16:36:00+00:00,2016,5731,TRUE,TRUE
731,Bear Fire,Santa Cruz,44,37.18,-122.07,2017-10-16 22:30:00+00:00,2017,391,TRUE,TRUE
60,Vina Fire,Tehama,52,40.01,-122.08,2013-07-04 07:30:00+00:00,2013,200,TRUE,FALSE
347,Sky Fire,Solano,48,38.41,-122.08,2015-07-06 10:47:00+00:00,2015,150,TRUE,TRUE
1395,Deer Fire,Santa Cruz,44,37.18,-122.08,2019-09-03 15:36:45+00:00,2019,10,TRUE,FALSE
65,Capay Fire,Yolo,57,38.67,-122.09,2013-11-04 11:41:00+00:00,2013,163,TRUE,FALSE
173,Monticello Fire,Yolo,57,38.51,-122.1,2014-07-04 21:32:00+00:00,2014,6488,TRUE,TRUE
1382,Merrill Fire,Contra Costa,7,37.83,-122.1,2019-10-10 06:42:19+00:00,2019,40,FALSE,FALSE
1257,Tuscan Fire,Tehama,52,40.28,-122.11,2018-07-15 17:15:00+00:00,2018,50,TRUE,FALSE
1553,Forest Fire,Contra Costa,7,37.98,-122.11,2019-10-27 17:36:15+00:00,2019,50,FALSE,FALSE
1595,Nelson Fire ,Solano,48,38.21,-122.12,2019-06-07 12:59:00+00:00,2019,24,FALSE,FALSE
1478,Marshview Fire,Solano,48,38.16,-122.12,2019-07-24 12:28:45+00:00,2019,183,TRUE,FALSE
1260,Buckingham Fire,Contra Costa,7,37.86,-122.12,2018-07-02 14:25:00+00:00,2018,45,FALSE,FALSE
1351,Bear Fire ,Santa Cruz,44,37.13,-122.12,2018-11-16 11:01:00+00:00,2018,10,TRUE,FALSE
175,Little Deer Fire,Siskiyou,47,41.68,-122.13,2014-07-31 17:45:00+00:00,2014,5503,TRUE,FALSE
832,Spring Fire ,Tehama,52,40.39,-122.13,2017-06-04 16:22:00+00:00,2017,78,TRUE,FALSE
484,Hog Fire,Tehama,52,40.31,-122.13,2016-09-13 23:10:00+00:00,2016,360,TRUE,TRUE
