Name,County,County IDs,Latitude,Longitude,Started,Year,Acres Burned,Cal Fire Incident,Major Incident
Snell Fire,Napa,28,38.7,-122.44,2018-09-08 14:29:00+00:00,2018,2490,True,True
Chrome Fire,Glenn,11,39.65,-122.58,2018-06-09 15:32:00+00:00,2018,2290,True,True
Turkey Fire,Monterey,27,35.85,-120.34,2018-08-06 12:59:00+00:00,2018,2225,True,False
Nelson Fire,Solano,48,38.43,-122.04,2018-08-10 16:57:00+00:00,2018,2162,True,True
Eagle Fire,Modoc,25,41.29,-120.11,2018-07-13 22:03:00+00:00,2018,2100,False,False
Pleasant Fire,Inyo,14,37.4,-118.5,2018-02-18 14:12:00+00:00,2018,2070,True,True
Hat Fire,Shasta,45,40.99,-121.52,2018-08-09 14:34:00+00:00,2018,1900,True,True
Nees Fire,Merced,24,36.85,-120.77,2018-05-02 16:00:00+00:00,2018,1756,True,False
Kerlin Fire,Trinity,53,40.62,-123.52,2018-09-04 15:20:00+00:00,2018,1751,False,False
Creek Fire,Shasta,45,40.5,-122.42,2018-06-24 12:29:00+00:00,2018,1678,True,True
Nurse Fire,Solano,48,38.21,-121.94,2018-11-08 13:28:00+00:00,2018,1500,False,False
Yankee Fire,San Luis Obispo,40,35.74,-120.76,2018-06-20 18:22:00+00:00,2018,1500,False,False
Stone Fire,Los Angeles,19,34.55,-118.31,2018-06-04 12:40:00+00:00,2018,1352,False,False
Valley Fire,San Bernardino,36,34.1,-116.96,2018-07-06 13:29:00+00:00,2018,1350,False,True
Airline Fire,San Benito,35,36.41,-120.99,2018-06-04 17:01:00+00:00,2018,1314,True,True
Moffat Fire,Inyo,14,36.72,-118.08,2018-04-19 10:28:00+00:00,2018,1265,True,True
Patterson Fire,Riverside,33,33.63,-117.06,2018-05-17 14:19:00+00:00,2018,1261,True,False
Butte Fire,Sutter,51,39.19,-121.79,2018-07-31 17:34:00+00:00,2018,1200,False,False
North Fire,Placer,31,39.27,-120.66,2018-09-03 16:38:00+00:00,2018,1120,False,True
Front Fire,Santa Barbara,42,35.11,-120.09,2018-08-19 13:37:00+00:00,2018,1014,False,False
Breckenridge Fire,Kern,15,35.39,-118.82,2018-07-27 16:12:00+00:00,2018,993,True,False
Eel Fire,Mendocino,23,39.83,-123.08,2018-07-31 15:28:00+00:00,2018,972,False,False
Stoney Fire,Butte,4,39.77,-121.77,2018-07-12 22:45:00+00:00,2018,962,True,True
Dale Fire,Tehama,52,40.34,-121.94,2018-07-09 18:30:00+00:00,2018,856,True,False
Irish Fire,Amador,3,38.43,-120.95,2018-07-06 14:42:00+00:00,2018,825,True,True
Eighty Eight Fire,Yolo,57,38.6,-121.99,2018-07-18 14:24:00+00:00,2018,822,True,False
Sunset Fire,Placer,31,38.82,-121.45,2018-08-01 13:11:00+00:00,2018,700,True,False
River Fire,Tulare,54,35.79,-118.74,2018-08-15 17:14:00+00:00,2018,668,True,False
Gulch Fire,Monterey,27,36.01,-120.82,2018-08-11 14:12:00+00:00,2018,650,True,False
Tumbleweed Fire,Lassen,18,40.38,-120.36,2018-06-14 17:45:00+00:00,2018,646,False,False
Grant Fire,Alameda,1,37.76,-121.61,2018-07-08 17:38:00+00:00,2018,640,True,True
Tulloch Fire,Tuolumne,55,37.83,-120.62,2018-09-08 13:34:00+00:00,2018,573,True,False
June Fire,Butte,4,39.37,-121.52,2018-10-30 14:46:00+00:00,2018,550,True,False
Eastern Fire,San Benito,35,36.38,-120.9,2018-06-04 17:30:00+00:00,2018,513,True,True
West Fire,San Diego,37,32.83,-116.73,2018-07-06 23:39:00+00:00,2018,504,True,True
Grant Fire,Alameda,1,37.75,-121.58,2018-05-30 13:21:00+00:00,2018,484,True,False
Hyatt Fire,Lassen,18,40.32,-120.45,2018-06-27 15:09:00+00:00,2018,441,True,False
Metz Fire,Monterey,27,36.36,-121.16,2018-09-13 15:37:00+00:00,2018,400,True,False
San Ardo,Monterey,27,35.96,-120.86,2018-06-26 07:11:00+00:00,2018,375,True,False
Call Fire,Kern,15,35.52,-118.65,2018-08-18 15:17:00+00:00,2018,367,False,False
Pasqual Fire,San Diego,37,33.08,-116.92,2018-07-27 13:28:00+00:00,2018,365,True,True
Oak Fire,Madera,20,37.39,-119.69,2018-09-22 15:44:00+00:00,2018,360,True,True
Shippee Fire,Butte,4,39.6,-121.78,2018-06-26 12:56:00+00:00,2018,347,True,False
Owens Fire,Inyo,14,37.74,-118.97,2018-07-31 15:07:00+00:00,2018,338,False,False
Bascom Fire,Shasta,45,40.53,-122.17,2018-06-23 12:54:00+00:00,2018,328,True,False
Country Fire,Santa Clara,43,37.45,-121.89,2018-07-22 13:06:00+00:00,2018,320,True,True
Shingle Fire,El Dorado,9,38.54,-121.06,2018-07-04 17:09:00+00:00,2018,316,True,False
Flat Fire,Trinity,53,40.6,-122.91,2018-06-28 18:01:00+00:00,2018,300,True,True
ONeals Fire,Madera,20,37.1,-119.62,2018-06-04 17:44:00+00:00,2018,300,True,False
Alpha Fire,San Diego,37,33.39,-117.5,2018-05-04 11:44:00+00:00,2018,300,False,False
Twisselman Fire,Kern,15,35.49,-118.86,2018-05-16 16:30:00+00:00,2018,293,True,False
South Fire,Calaveras,5,38.06,-120.87,2018-08-06 16:26:00+00:00,2018,290,True,False
Eastman Fire,Madera,20,37.2,-120.0,2018-08-23 15:40:00+00:00,2018,289,True,False
Skyline Fire,Riverside,33,33.84,-117.61,2018-07-19 17:22:00+00:00,2018,282,True,False
Panoche Fire,San Benito,35,36.65,-121.05,2018-07-11 16:40:00+00:00,2018,278,True,False
Valley Fire,Contra Costa,7,37.95,-121.99,2018-06-29 16:06:00+00:00,2018,268,True,False
Stoll Fire,Tehama,52,40.18,-122.28,2018-06-23 12:52:00+00:00,2018,268,True,True
Recycle Fire,San Diego,37,32.63,-116.47,2018-06-06 09:46:00+00:00,2018,265,True,True
Wilson Fire,Tehama,52,40.34,-121.43,2018-09-28 13:08:00+00:00,2018,261,False,False
Fox Fire,San Luis Obispo,40,35.34,-120.71,2018-06-26 11:16:00+00:00,2018,260,True,False
Santa Cruz Fire,Santa Barbara,42,34.02,-119.77,2018-03-27 14:45:00+00:00,2018,258,False,False
Rangeland Fire,San Diego,37,33.08,-116.9,2018-08-09 13:09:00+00:00,2018,250,True,False
Marsh Fire,Contra Costa,7,37.9,-121.86,2018-07-25 14:41:00+00:00,2018,247,True,True
Steamboat Fire,Siskiyou,47,41.71,-122.47,2018-07-15 09:58:00+00:00,2018,224,True,True
Petersburg Fire,Siskiyou,47,41.09,-123.05,2018-07-01 18:13:00+00:00,2018,215,False,False
Beaver Fire,San Benito,35,36.38,-120.86,2018-06-12 15:06:00+00:00,2018,215,True,False
Rock Fire,San Diego,37,33.41,-117.24,2018-07-28 15:14:00+00:00,2018,207,True,True
Ribbon Fire,Riverside,33,33.57,-116.5,2018-07-26 10:12:00+00:00,2018,205,True,False
Water Fire,Kern,15,34.91,-118.92,2018-09-12 11:25:00+00:00,2018,200,True,False
Bear Fire,Merced,24,37.34,-120.24,2018-06-07 18:04:00+00:00,2018,200,True,False
Par Fire,Butte,4,39.49,-121.64,2018-07-04 13:30:00+00:00,2018,191,True,False
Peak Fire,Ventura,56,34.27,-118.64,2018-11-12 10:06:00+00:00,2018,186,True,False
Dinosaur Fire,Merced,24,37.06,-121.18,2018-06-17 15:09:00+00:00,2018,185,True,False
South Fire,Los Angeles,19,37.98,-122.53,2018-06-09 14:45:00+00:00,2018,175,False,False
Aliso Fire,Orange,30,33.55,-117.72,2018-06-02 13:07:00+00:00,2018,175,True,False
Ogilvy Fire,Santa Barbara,42,34.58,-119.61,2018-09-01 14:22:00+00:00,2018,172,False,False
Sierra Fire,Tehama,52,40.13,-122.2,2018-06-23 13:15:00+00:00,2018,170,False,False
Priest Fire,Monterey,27,36.18,-120.7,2018-10-13 14:43:00+00:00,2018,167,True,False
Roxie Fire (Formerly 1-1 Fire),Lassen,18,40.35,-120.82,2018-07-24 16:02:00+00:00,2018,167,True,True
Fork Fire,Los Angeles,19,34.23,-117.85,2018-09-09 12:10:00+00:00,2018,166,False,False
Flat Fire,Tuolumne,55,37.81,-120.3,2018-06-24 13:54:00+00:00,2018,163,True,True
Winters Fire,Solano,48,38.46,-121.95,2018-10-12 11:21:00+00:00,2018,160,False,False
Gorge Fire,Shasta,45,40.37,-122.89,2018-08-19 07:32:00+00:00,2018,155,True,False
Santiago Fire,Orange,30,33.79,-117.75,2018-06-11 17:04:00+00:00,2018,155,True,False
Euclid Fire,Riverside,33,33.93,-117.65,2018-06-12 14:22:00+00:00,2018,154,True,False
Irving Fire,Marin,21,38.02,-122.73,2018-09-10 19:00:00+00:00,2018,152,True,True
Briggs Fire,Ventura,56,34.3,-119.1,2018-11-15 01:39:00+00:00,2018,150,True,False
Nacimiento Fire,Monterey,27,35.98,-121.25,2018-10-02 12:32:00+00:00,2018,150,False,False
Sliger Fire,El Dorado,9,38.94,-120.93,2018-09-04 15:03:00+00:00,2018,150,True,True
Sierra Fire,San Bernardino,36,34.18,-117.43,2018-11-13 08:19:00+00:00,2018,147,False,False
Parrots Fire,Calaveras,5,38.08,-120.46,2018-08-05 04:19:00+00:00,2018,136,True,False
Steele Fire,Napa,28,38.52,-122.18,2018-07-28 16:30:00+00:00,2018,135,True,True
Pico Fire,Los Angeles,19,34.38,-118.6,2018-07-23 12:55:00+00:00,2018,128,True,False
Open Fire,Glenn,11,39.47,-122.66,2018-06-01 15:20:00+00:00,2018,127,False,False
Shastina Fire,Siskiyou,47,41.66,-122.49,2018-05-09 18:11:00+00:00,2018,127,True,False
Sterling,San Bernardino,36,34.15,-117.24,2018-08-31 17:58:00+00:00,2018,125,False,False
Market Fire,Tulare,54,36.48,-119.1,2018-10-24 12:18:00+00:00,2018,120,True,False
Murphy Fire,Plumas,32,40.0,-121.27,2018-08-07 02:11:00+00:00,2018,117,False,False
Idria Fire,San Benito,35,36.59,-120.82,2018-07-12 12:57:00+00:00,2018,116,True,False
Bridle Fire,Santa Clara,43,37.06,-121.54,2018-07-06 10:40:00+00:00,2018,116,True,False
Wheeler Fire,Mariposa,22,37.71,-120.2,2018-06-18 12:30:00+00:00,2018,115,True,True
Pine Fire,Kern,15,35.57,-120.0,2018-08-16 16:06:00+00:00,2018,114,True,False
Holiday Fire,Santa Barbara,42,34.46,-119.83,2018-07-06 20:40:00+00:00,2018,113,True,True
Windmill Fire,Santa Barbara,42,34.62,-120.22,2018-07-20 14:23:00+00:00,2018,110,True,False
Cobble Fire,Fresno,10,36.76,-119.42,2018-05-26 14:52:00+00:00,2018,108,True,False
Western Fire,Mendocino,23,38.88,-123.05,2018-08-01 15:53:00+00:00,2018,106,True,False
Cache Fire,Lake,17,39.02,-122.57,2018-08-26 18:04:00+00:00,2018,103,True,False
Jelly Fire,Tehama,52,40.32,-122.21,2018-05-18 16:37:00+00:00,2018,103,True,False
Cloverdale Fire,San Diego,37,33.1,-117.02,2018-08-13 14:58:00+00:00,2018,100,False,False
Balch Fire,Tulare,54,36.22,-118.83,2018-07-27 12:14:00+00:00,2018,100,True,False
Box Fire,San Bernardino,36,34.23,-117.41,2018-07-06 09:36:00+00:00,2018,100,False,False
Water Fire,San Luis Obispo,40,35.57,-120.12,2018-05-24 10:43:00+00:00,2018,100,True,False
Sam Fire,Monterey,27,35.94,-121.12,2018-06-09 15:31:00+00:00,2018,96,False,False
Sheep Fire,Kern,15,35.12,-118.73,2018-06-29 17:53:00+00:00,2018,95,True,False
Peach Fire ,Mendocino,23,39.04,-123.38,2018-07-05 15:12:00+00:00,2018,90,True,False
3-16 Fire,Lassen,18,40.95,-121.27,2018-07-15 18:54:00+00:00,2018,89,True,False
Horn Fire,Lassen,18,40.83,-120.19,2018-11-08 11:25:00+00:00,2018,88,False,False
Redinger Fire,Madera,20,37.18,-119.43,2018-08-27 23:19:00+00:00,2018,88,False,False
Plaza Fire,Merced,24,37.06,-121.02,2018-05-20 13:07:00+00:00,2018,88,True,False
Shandon Fire,San Luis Obispo,40,35.66,-120.26,2018-09-29 09:30:00+00:00,2018,80,True,False
Spring 2 Fire,Lake,17,39.07,-122.6,2018-07-09 16:46:00+00:00,2018,80,True,False
Horse Fire,Calaveras,5,37.96,-120.69,2018-06-24 15:28:00+00:00,2018,80,True,True
Cruces Fire,Santa Barbara,42,34.54,-120.32,2018-07-18 11:55:00+00:00,2018,77,True,False
Silver Fire,Shasta,45,40.59,-122.17,2018-09-28 14:44:00+00:00,2018,76,True,True
Anchor Fire,Fresno,10,36.7,-119.3,2018-06-27 12:39:00+00:00,2018,76,True,False
Stony Fire,Colusa,6,39.3,-122.51,2018-07-04 13:14:00+00:00,2018,75,True,True
Chrome Fire,Glenn,11,39.66,-122.59,2018-05-28 17:33:00+00:00,2018,75,True,False
Main Fire,Riverside,33,33.68,-117.32,2018-04-28 14:26:00+00:00,2018,73,True,False
Curie Fire,Santa Clara,43,37.23,-121.79,2018-07-10 15:08:00+00:00,2018,70,True,False
Tesla Fire,Santa Clara,43,37.66,-121.67,2018-06-29 20:59:00+00:00,2018,70,True,False
Spring Fire,Tehama,52,40.39,-122.14,2018-06-13 21:06:00+00:00,2018,70,True,False
Tornado Fire,Riverside,33,33.5,-117.15,2018-05-04 14:48:00+00:00,2018,70,True,False
Romero Fire,Merced,24,37.09,-121.09,2018-06-24 16:11:00+00:00,2018,68,True,False
Bumper Fire,El Dorado,9,38.65,-120.87,2018-08-01 13:57:00+00:00,2018,67,True,True
Heart Fire,Mendocino,23,39.28,-123.26,2018-07-21 16:22:00+00:00,2018,67,True,False
Omega Fire,El Dorado,9,38.82,-121.04,2018-08-01 14:40:00+00:00,2018,66,True,True
Panoche Fire,San Benito,35,36.65,-121.03,2018-06-04 23:17:00+00:00,2018,64,True,False
Park Fire,Santa Clara,43,37.18,-121.69,2018-10-07 12:57:00+00:00,2018,63,False,False
Highland Fire,Shasta,45,40.74,-122.65,2018-07-20 13:26:00+00:00,2018,63,True,True
Benton Fire,Riverside,33,33.56,-116.73,2018-07-04 14:20:00+00:00,2018,63,True,False
Cherry Fire,Siskiyou,47,41.83,-122.99,2018-06-27 19:46:00+00:00,2018,63,False,False
Stuhr Fire,Stanislaus,50,37.33,-121.11,2018-05-29 12:58:00+00:00,2018,63,True,False
Lebec Fire,Kern,15,34.86,-118.88,2018-07-08 13:38:00+00:00,2018,62,True,False
Canyon Fire,Los Angeles,19,34.54,-118.75,2018-06-23 19:39:00+00:00,2018,62,False,False
Liberty Fire,San Joaquin,39,38.24,-121.09,2018-06-11 12:16:00+00:00,2018,62,True,False
Adams Fire,Tehama,52,40.35,-122.31,2018-11-05 10:17:00+00:00,2018,60,True,False
Grade Fire,Lake,17,38.83,-122.36,2018-08-30 15:44:00+00:00,2018,60,True,False
Raymond Fire,Madera,20,37.15,-119.91,2018-06-15 11:46:00+00:00,2018,60,True,False
Creston FIre,San Luis Obispo,40,35.58,-120.62,2018-06-14 17:23:00+00:00,2018,60,True,False
Vista Fire,San Luis Obispo,40,35.66,-120.67,2018-06-13 12:38:00+00:00,2018,60,True,False
Happy Fire,Santa Barbara,42,34.74,-120.18,2018-05-17 12:53:00+00:00,2018,60,True,False
Agua Fire,San Diego,37,33.36,-117.03,2018-05-22 14:13:00+00:00,2018,59,True,False
Camino Fire,San Luis Obispo,40,35.18,-120.49,2018-10-19 14:10:00+00:00,2018,58,True,False
3-10 Fire,Lassen,18,40.95,-121.22,2018-07-15 11:55:00+00:00,2018,56,True,False
Bruce Fire,Contra Costa,7,37.8,-121.85,2018-07-08 16:45:00+00:00,2018,56,True,False
Experimental Fire,Madera,20,37.1,-119.75,2018-05-23 14:30:00+00:00,2018,56,True,True
Keenbrook Fire,San Bernardino,36,34.24,-117.42,2018-09-26 10:56:00+00:00,2018,53,False,True
Copper Fire,Lassen,18,40.34,-120.93,2018-09-22 14:41:00+00:00,2018,53,True,False
Boyer Fire,Mariposa,22,37.48,-119.84,2018-06-15 13:37:00+00:00,2018,53,True,True
Kelley Fire,Modoc,25,41.5,-120.61,2018-07-14 20:46:00+00:00,2018,52,False,False
Reservoir Fire,San Luis Obispo,40,35.3,-120.64,2018-09-16 08:34:00+00:00,2018,51,True,False
Crestline Fire,Shasta,45,40.82,-121.9,2018-07-24 15:24:00+00:00,2018,51,True,True
Hale Fire,Santa Clara,43,37.16,-121.7,2018-07-10 16:45:00+00:00,2018,51,True,False
Carder Fire,Lake,17,38.91,-122.87,2018-07-21 14:40:00+00:00,2018,50,True,True
Tuscan Fire,Tehama,52,40.28,-122.11,2018-07-15 17:15:00+00:00,2018,50,True,False
Haycamp Fire,Monterey,27,35.97,-121.28,2018-02-07 15:53:00+00:00,2018,50,False,False
Castro Fire,Alameda,1,37.7,-122.03,2018-08-26 14:23:00+00:00,2018,48,True,False
Buckingham Fire,Contra Costa,7,37.86,-122.12,2018-07-02 14:25:00+00:00,2018,45,False,False
Bridge Fire,Marin,21,38.07,-122.77,1969-12-31 16:00:00+00:00,2018,45,False,False
Simmons Fire,Butte,4,39.57,-121.43,2018-07-19 12:00:00+00:00,2018,43,True,True
Martinez Fire,Riverside,33,33.57,-116.15,2018-07-23 14:55:00+00:00,2018,40,True,False
Ben Fire,Mariposa,22,37.28,-119.98,2018-07-19 13:07:00+00:00,2018,40,True,False
Iron Fire,Contra Costa,7,37.78,-121.91,2018-06-19 15:19:00+00:00,2018,40,True,False
Oregon Fire,Butte,4,39.55,-121.52,2018-06-16 11:47:00+00:00,2018,40,True,False
Hidden Fire,San Benito,35,36.8,-121.41,2018-07-25 14:11:00+00:00,2018,39,True,False
Masonic Fire,Shasta,45,40.61,-122.38,2018-10-14 11:33:00+00:00,2018,38,False,False
Adobe Fire,San Diego,37,32.78,-117.07,2018-06-03 16:16:00+00:00,2018,38,False,False
Mustang Fire,San Luis Obispo,40,35.65,-120.72,2018-07-21 15:01:00+00:00,2018,37,True,False
Martin Fire,Siskiyou,47,41.58,-122.34,2018-06-03 16:14:00+00:00,2018,37,True,False
Ridge Fire,Lake,17,38.98,-122.97,2018-09-02 14:02:00+00:00,2018,36,True,False
Winchester Fire,Riverside,33,33.64,-117.09,2018-08-27 10:49:00+00:00,2018,36,True,False
Brushy Fire,Mendocino,23,39.62,-123.29,2018-11-08 11:58:00+00:00,2018,35,True,False
Terra Fire,Riverside,33,33.76,-117.46,2018-08-06 14:19:00+00:00,2018,35,True,False
Corner Fire,Shasta,45,40.96,-121.6,2018-07-29 16:22:00+00:00,2018,35,True,False
Fairview Fire,San Benito,35,36.83,-121.36,2018-06-03 15:09:00+00:00,2018,35,True,False
Marcel Fire,Kern,15,35.17,-118.52,2018-08-17 18:47:00+00:00,2018,34,True,False
Patterson Fire,Alameda,1,37.71,-121.56,2018-07-25 16:05:00+00:00,2018,34,True,False
Horse Creek Fire,Tulare,54,36.43,-118.7,2018-07-19 16:25:00+00:00,2018,34,False,False
Nimshew Fire,Butte,4,39.84,-121.62,2018-09-24 00:41:00+00:00,2018,33,True,True
Lariat Fire,Tehama,52,40.0,-122.44,2018-07-14 20:40:00+00:00,2018,33,True,False
Creek Fire,San Bernardino,36,34.18,-117.15,2018-06-30 12:12:00+00:00,2018,33,False,False
Wilcox Fire,Tulare,54,36.13,-118.86,2018-02-18 13:45:00+00:00,2018,33,True,False
Eagle Fire,Fresno,10,36.94,-119.31,2018-10-02 15:45:00+00:00,2018,32,False,False
Country Fire,Riverside,33,33.98,-117.21,2018-08-25 11:58:00+00:00,2018,32,True,False
3-18 Fire,Lassen,18,41.09,-121.06,2018-07-15 16:45:00+00:00,2018,32,True,False
Creek Fire,Lake,17,38.89,-122.48,2018-06-16 14:04:00+00:00,2018,32,True,False
Vista Fire,Shasta,45,40.63,-122.23,2018-07-08 14:41:00+00:00,2018,31,True,False
Quimby Fire,Santa Clara,43,37.34,-121.76,2018-09-23 16:23:00+00:00,2018,30,True,False
Alhambra Fire,Contra Costa,7,38.0,-122.14,2018-08-17 19:19:00+00:00,2018,30,False,False
Creek Fire,Alameda,1,37.53,-121.8,2018-08-04 17:32:00+00:00,2018,30,True,False
Sobrante Fire,Riverside,33,33.86,-117.44,2018-07-28 15:38:00+00:00,2018,30,True,False
Rock Fire,San Luis Obispo,40,35.69,-120.95,2018-07-21 15:50:00+00:00,2018,30,True,False
Grant Fire,Sacramento,34,38.6,-121.18,2018-06-29 15:46:00+00:00,2018,30,True,False
Aqueduct Fire,Fresno,10,35.92,-119.94,2018-04-12 14:30:00+00:00,2018,30,True,False
Border Fire,San Diego,37,32.56,-116.87,2018-07-17 14:05:00+00:00,2018,28,True,False
Ager Fire,Siskiyou,47,41.79,-122.51,2018-05-19 13:04:00+00:00,2018,27,True,False
White Fire,Tulare,54,35.83,-118.98,2018-05-18 11:00:00+00:00,2018,26,True,False
Soboba Fire,Riverside,33,33.8,-116.93,2018-09-14 19:32:00+00:00,2018,25,False,False
Willow Fire,Contra Costa,7,38.02,-122.0,2018-06-16 15:10:00+00:00,2018,25,True,False
Vineyard Fire,San Luis Obispo,40,35.72,-120.64,2018-05-29 13:11:00+00:00,2018,25,True,False
Kelsey Fire,Lake,17,38.92,-122.85,2018-09-03 13:58:00+00:00,2018,24,True,True
Land Fire,Riverside,33,33.95,-117.07,2018-08-22 13:45:00+00:00,2018,23,True,False
Glen Fire,Contra Costa,7,37.99,-121.86,2018-06-02 12:42:00+00:00,2018,23,True,False
Plymire Fire,Tehama,52,40.2,-122.29,2018-06-01 16:07:00+00:00,2018,23,True,False
Wagner Fire,Mariposa,22,37.7,-120.05,2018-08-04 13:57:00+00:00,2018,22,True,False
Meadow Fire,Riverside,33,33.86,-117.48,2018-04-09 18:18:00+00:00,2018,21,True,False
Morgan Fire,Contra Costa,7,37.81,-121.79,2018-11-15 13:31:00+00:00,2018,20,True,False
Niles Fire,Alameda,1,37.61,-121.94,2018-11-14 14:56:00+00:00,2018,20,True,False
Church Fire,Santa Clara,43,37.08,-121.6,2018-07-25 16:14:00+00:00,2018,20,True,False
Vallecitos Fire,Alameda,1,37.63,-121.81,2018-06-17 15:56:00+00:00,2018,20,True,False
Bridle Fire,Riverside,33,33.52,-116.82,2018-06-14 17:02:00+00:00,2018,20,True,False
70 Fire,Butte,4,39.6,-121.62,2018-06-14 15:18:00+00:00,2018,20,True,False
Portola Fire ,Los Angeles,19,34.11,-118.43,2018-06-12 14:56:00+00:00,2018,20,False,False
French Fire,Plumas,32,39.89,-120.18,2018-04-26 15:00:00+00:00,2018,20,False,False
Jacques Fire,San Diego,37,33.4,-117.27,2018-05-09 22:00:00+00:00,2018,18,False,False
Lago Fire,Riverside,33,33.89,-117.16,2018-04-22 13:35:00+00:00,2018,18,True,False
Rincon Fire,Santa Cruz,44,37.01,-122.05,2018-11-03 21:28:00+00:00,2018,17,True,True
China Fire,Amador,3,38.27,-120.89,2018-06-17 13:58:00+00:00,2018,17,True,False
Ethanac Fire,Riverside,33,33.74,-117.28,2018-06-03 14:17:00+00:00,2018,17,True,False
Oak Fire,Nevada,29,39.1,-121.07,2018-08-12 14:20:00+00:00,2018,16,True,False
Johnson Fire,Humboldt,12,41.34,-123.85,2018-07-15 16:14:00+00:00,2018,16,True,False
Keeler Fire,Santa Clara,43,37.22,-121.77,2018-05-27 17:05:00+00:00,2018,16,True,False
Iron Gate Fire,Siskiyou,47,41.94,-122.44,2018-10-10 21:50:00+00:00,2018,15,True,False
Essex Fire,Modoc,25,41.52,-120.72,2018-09-02 14:53:00+00:00,2018,15,False,False
Woodchuck Fire,Riverside,33,33.47,-117.0,2018-05-04 18:53:00+00:00,2018,15,True,False
Tyler Fire,Riverside,33,33.71,-116.16,2018-04-15 04:38:00+00:00,2018,15,True,True
Casner Fire,San Diego,37,33.06,-116.77,2018-08-06 10:31:00+00:00,2018,14,True,False
Camp Fire,San Luis Obispo,40,35.7,-120.97,2018-07-17 11:13:00+00:00,2018,14,True,False
3-2 Fire,Lassen,18,39.99,-120.02,2018-07-14 15:00:00+00:00,2018,14,True,False
Madison FIre,Yolo,57,38.65,-122.02,2018-06-01 13:31:00+00:00,2018,14,True,False
Ranchera Fire,Shasta,45,40.68,-122.4,2018-09-04 14:43:00+00:00,2018,13,False,False
Cinnamon Fire,San Diego,37,33.05,-116.79,2018-07-20 13:07:00+00:00,2018,13,True,True
Coldwell Fire,Fresno,10,36.1,-120.55,2018-06-02 09:55:00+00:00,2018,13,True,False
Tower Fire,Shasta,45,40.5,-122.52,2018-10-14 06:45:00+00:00,2018,12,True,False
Meyers Fire,El Dorado,9,38.74,-120.66,2018-09-20 12:39:00+00:00,2018,12,True,True
Gray Fire,San Bernardino,36,34.17,-117.36,2018-07-13 14:32:00+00:00,2018,12,True,False
School Fire,Madera,20,37.23,-119.5,2018-07-10 17:31:00+00:00,2018,12,True,False
Mission Fire,Marin,21,37.98,-122.53,2018-06-09 15:30:00+00:00,2018,12,False,False
Vista Fire,San Diego,37,33.41,-117.23,2018-06-05 13:45:00+00:00,2018,12,True,False
Meamber Fire,Siskiyou,47,41.65,-122.98,2018-06-04 15:08:00+00:00,2018,12,True,False
Resort Fire,San Luis Obispo,40,35.76,-120.92,2018-06-03 16:11:00+00:00,2018,12,True,False
Bellagio Fire,Napa,28,38.16,-122.23,2018-05-21 11:56:00+00:00,2018,12,True,False
Grant Fire,Alameda,1,37.74,-121.6,2018-05-14 13:06:00+00:00,2018,12,True,False
Volcan Fire,San Diego,37,33.12,-116.59,2018-05-10 20:41:00+00:00,2018,12,True,False
Dark Fire,Butte,4,39.66,-121.52,2018-07-10 12:42:00+00:00,2018,11,True,False
Cornerstone Fire,Madera,20,37.2,-119.8,2018-07-09 17:54:00+00:00,2018,11,True,False
Grande Fire,Riverside,33,33.47,-117.31,2018-06-03 13:38:00+00:00,2018,11,True,False
Rock Fire,Shasta,45,40.46,-121.77,2018-03-27 16:20:00+00:00,2018,11,True,False
Bear Fire ,Santa Cruz,44,37.13,-122.12,2018-11-16 11:01:00+00:00,2018,10,True,False
Green Hill Fire,Humboldt,12,40.89,-124.0,2018-11-12 17:39:00+00:00,2018,10,True,False
Powellton Fire,Butte,4,39.93,-121.54,2018-10-15 11:57:00+00:00,2018,10,True,False
Keller Fire,Riverside,33,33.63,-117.17,2018-08-19 15:55:00+00:00,2018,10,True,False
Syar Fire,Napa,28,38.27,-122.26,2018-08-09 14:21:00+00:00,2018,10,True,False
Lott Fire,Siskiyou,47,41.63,-122.38,2018-07-17 19:03:00+00:00,2018,10,True,False
Building Fire,San Diego,37,32.62,-116.76,2018-07-06 10:11:00+00:00,2018,10,True,False
Llano Fire,Butte,4,39.61,-121.95,2018-06-29 11:44:00+00:00,2018,10,True,False
Creek Fire,San Luis Obispo,40,35.06,-120.39,2018-06-21 16:45:00+00:00,2018,10,True,False
Ranchita Fire,Monterey,27,35.77,-120.58,2018-06-19 16:06:00+00:00,2018,10,True,False
Pallet Fire,Sonoma,49,38.25,-122.44,2018-06-05 13:03:00+00:00,2018,10,False,False
Green Fire,San Diego,37,32.75,-116.92,2018-06-03 18:23:00+00:00,2018,10,False,False
Black Fire,Tehama,52,39.81,-122.33,2018-06-03 08:55:00+00:00,2018,10,True,False
Jardin Fire,Riverside,33,33.45,-117.22,2018-06-02 15:53:00+00:00,2018,10,True,False
70th Fire,Riverside,33,33.54,-116.1,2018-05-28 07:23:00+00:00,2018,10,True,False
Honey Flooding,Butte,4,39.71,-121.77,2018-11-29 23:30:00+00:00,2018,0,True,True
Grape Fire,Humboldt,12,40.7,-123.55,2018-04-24 16:59:00+00:00,2018,0,False,False
Montecito Flooding / Mudflows,Santa Barbara,42,34.42,-119.7,2018-01-09 04:00:00+00:00,2018,0,False,True
Montecito Flooding / Mudflows,Ventura,56,34.37,-119.14,2018-01-09 04:00:00+00:00,2018,0,False,True
