Name,County,County IDs,Latitude,Longitude,Started,Year,Acres Burned,Cal Fire Incident,Major Incident
Arroyo Fire,Monterey,27,36.28,-121.33,2016-06-18 16:47:00+00:00,2016,70,True,False
Pala Fire,San Diego,37,33.42,-117.09,2016-05-31 13:48:00+00:00,2016,70,True,True
Foothill Fire,Lake,17,39.09,-122.79,2016-07-19 17:16:00+00:00,2016,69,True,True
Creek Fire,Napa,28,38.41,-122.43,2016-10-10 16:13:00+00:00,2016,65,True,True
Cotton Fire,Kern,15,35.77,-120.25,2016-06-11 15:04:00+00:00,2016,61,False,False
Oak Fire,Solano,48,38.33,-122.03,2016-07-22 13:01:00+00:00,2016,57,True,False
Baker Fire,Calaveras,5,37.98,-120.64,2016-07-21 15:06:00+00:00,2016,57,True,True
Mill Fire,Siskiyou,47,41.77,-122.58,2016-05-19 15:37:00+00:00,2016,56,True,False
Lowe Fire,Monterey,27,36.19,-120.93,2016-06-23 17:57:00+00:00,2016,52,True,False
Ruff Fire ,Mendocino,23,39.73,-123.5,2016-09-10 14:06:00+00:00,2016,50,True,False
Spring Fire,San Bernardino,36,34.32,-117.32,2016-09-07 16:53:00+00:00,2016,50,True,False
Storksbill Fire,El Dorado,9,38.8,-121.0,2016-07-22 13:15:00+00:00,2016,50,True,True
Casitas Fire,Ventura,56,34.37,-119.14,2016-04-28 19:00:00+00:00,2016,50,False,False
70 Fire,Butte,4,39.43,-121.61,2016-06-21 15:09:00+00:00,2016,49,True,False
Auburn Fire,Nevada,29,39.2,-121.06,2016-09-17 13:40:00+00:00,2016,47,True,False
Laguna Fire,Orange,30,33.58,-117.77,2016-06-26 13:10:00+00:00,2016,47,True,False
Bell Fire,Amador,3,38.52,-120.84,2016-09-23 13:12:00+00:00,2016,45,True,True
Kugelman Fire,Lake,17,36.1,-120.51,2016-08-09 17:30:00+00:00,2016,45,True,False
Kuehner Fire,Ventura,56,34.28,-118.63,2016-07-01 14:00:00+00:00,2016,45,True,False
Paskenta Fire,Tehama,52,39.94,-122.4,2016-06-21 10:26:00+00:00,2016,43,True,False
Walker Fire,Kern,15,35.49,-118.86,2016-05-30 17:57:00+00:00,2016,43,True,False
Dockery Fire,Lassen,18,40.54,-120.71,2016-07-30 16:25:00+00:00,2016,42,True,True
Boys Fire,Sacramento,34,38.56,-121.13,2016-09-11 11:25:00+00:00,2016,40,True,False
Evergreen Fire,Riverside,33,33.95,-117.4,2016-08-28 15:23:00+00:00,2016,40,True,False
Franklin Fire,Contra Costa,7,38.01,-122.19,2016-07-24 16:30:00+00:00,2016,40,True,False
Phoenix Fire,Nevada,29,39.39,-120.52,2016-09-07 15:09:00+00:00,2016,38,False,False
Fork Fire,Madera,20,37.24,-119.47,2016-07-29 17:55:00+00:00,2016,38,True,False
Mina Fire,Mendocino,23,39.87,-123.43,2016-08-30 13:35:00+00:00,2016,36,True,False
Knoxville Fire,Lake,17,38.68,-122.26,2016-08-09 18:50:00+00:00,2016,36,True,False
Gopher Fire,San Diego,37,33.23,-117.15,2016-08-10 09:14:00+00:00,2016,35,True,False
Mountain Fire,Shasta,45,40.61,-122.47,2016-08-09 12:14:00+00:00,2016,35,True,False
Neal Fire,Butte,4,39.63,-121.54,2016-07-28 14:27:00+00:00,2016,35,True,False
Stagecoach Fire,Calaveras,5,37.96,-120.67,2016-07-12 15:19:00+00:00,2016,35,True,False
Campo Fire,Calaveras,5,38.22,-120.87,2016-06-27 18:00:00+00:00,2016,33,True,False
Moffett Fire,Siskiyou,47,41.63,-122.79,2016-09-12 16:28:00+00:00,2016,32,True,False
Frymire Fire,Tuolumne,55,37.81,-120.7,2016-07-30 17:25:00+00:00,2016,32,True,False
Clay Fire,Sacramento,34,38.31,-121.06,2016-06-03 16:57:00+00:00,2016,32,True,False
Old Fire,Butte,4,39.89,-121.7,2016-09-16 23:28:00+00:00,2016,30,True,False
Lone Pine Fire,Inyo,14,36.59,-118.16,2016-07-01 12:56:00+00:00,2016,30,True,False
Hidden Fire,San Benito,35,36.8,-121.4,2016-06-03 17:39:00+00:00,2016,30,True,False
70 Fire,Butte,4,39.62,-121.6,2016-05-29 16:51:00+00:00,2016,30,True,True
Taglio Fire,Merced,24,37.22,-121.08,2016-04-24 11:10:00+00:00,2016,30,True,False
Gopher Fire,San Diego,37,33.25,-117.16,2016-11-13 11:14:00+00:00,2016,28,True,False
Rock Fire,San Diego,37,33.0,-116.96,2016-07-22 14:47:00+00:00,2016,28,True,True
Deer Fire,Amador,3,38.26,-120.87,2016-08-05 13:49:00+00:00,2016,26,True,True
Bailey Fire,Siskiyou,47,41.96,-122.59,2016-07-19 14:09:00+00:00,2016,26,True,False
Oak Fire,Santa Clara,43,37.12,-121.7,2016-09-01 14:36:00+00:00,2016,25,True,False
Oak Fire,Santa Clara,43,37.07,-121.69,2016-08-12 16:00:00+00:00,2016,25,True,False
Alder Fire,El Dorado,9,38.74,-120.44,2016-08-06 15:00:00+00:00,2016,25,False,False
North Branch Extension Fire,Lake,17,39.1,-122.81,2016-07-29 14:55:00+00:00,2016,25,True,False
Aukum Fire,El Dorado,9,38.64,-120.7,2016-06-03 12:41:00+00:00,2016,25,True,True
Bryson Fire,Monterey,27,35.84,-121.04,2016-05-12 14:13:00+00:00,2016,25,True,False
Keswick Fire,Shasta,45,40.61,-122.47,2016-06-11 16:02:00+00:00,2016,24,True,False
Stafford Fire,Humboldt,12,40.46,-124.06,2016-08-11 14:57:00+00:00,2016,23,True,False
Table Fire,Siskiyou,47,41.72,-122.37,2016-07-21 20:30:00+00:00,2016,23,True,False
Summit Fire,Humboldt,12,40.99,-123.78,2016-08-12 17:23:00+00:00,2016,21,True,False
Ken Fire,San Bernardino,36,34.26,-117.44,2016-09-03 21:51:00+00:00,2016,20,False,False
Mockingbird Fire,Lake,17,39.14,-122.91,2016-08-30 16:54:00+00:00,2016,20,True,False
Edison Fire,Ventura,56,34.37,-119.14,2016-05-12 14:13:00+00:00,2016,20,True,False
Willow Fire,Amador,3,38.35,-120.77,2016-08-30 16:52:00+00:00,2016,19,True,True
Shelter Fire,Ventura,56,33.12,-116.59,2016-07-11 12:58:00+00:00,2016,15,True,False
Collier Fire,Tehama,52,40.1,-122.17,2016-07-25 16:55:00+00:00,2016,11,True,False
Fiddler Fire,Shasta,45,40.79,-121.85,2016-05-25 16:51:00+00:00,2016,11,True,False
Jacobson Fire,Tulare,54,36.22,-118.55,2016-10-20 17:00:00+00:00,2016,10,False,False
Mokelumne Fire,Alpine,2,38.58,-120.01,2016-08-18 12:05:00+00:00,2016,0,False,False
Sand Fire,Los Angeles,19,34.39,-118.54,2016-07-22 14:11:00+00:00,2016,0,False,False
Soda Fire,San Luis Obispo,40,35.01,-119.58,2016-06-04 17:46:00+00:00,2016,0,False,False
Old Fire,Los Angeles,19,34.18,-117.27,2016-06-04 16:09:00+00:00,2016,0,False,False
Chimney Fire,Tulare,54,35.85,-118.09,2016-06-01 15:35:00+00:00,2016,0,False,False
Gorman Fire,Los Angeles,19,34.69,-118.79,2016-04-19 13:09:00+00:00,2016,0,False,False
Thomas Fire,Santa Barbara,42,34.42,-119.09,2017-12-04 18:28:00+00:00,2017,281893,True,True
Thomas Fire,Ventura,56,34.42,-119.09,2017-12-04 18:28:00+00:00,2017,281893,True,True
Long Valley Fire,Lassen,18,40.07,-120.14,2017-07-11 14:15:00+00:00,2017,83733,False,False
Modoc July Complex,Modoc,25,41.46,-120.63,2017-07-24 12:00:00+00:00,2017,83120,False,False
Detwiler Fire,Mariposa,22,37.62,-120.21,2017-07-16 15:56:00+00:00,2017,81826,True,True
Eclipse Complex,Siskiyou,47,41.84,-123.47,2017-08-15 07:55:00+00:00,2017,78698,False,False
Nuns / Adobe / Norrbom/ Pressley / Partrick Fires / Oakmont (Central LNU Complex),Napa,28,38.4,-122.52,2017-10-08 22:00:00+00:00,2017,56556,True,True
Nuns / Adobe / Norrbom/ Pressley / Partrick Fires / Oakmont (Central LNU Complex),Sonoma,49,38.4,-122.52,2017-10-08 22:00:00+00:00,2017,56556,True,True
Atlas Fire (Southern LNU Complex),Napa,28,38.39,-122.24,2017-10-08 21:52:00+00:00,2017,51624,True,True
Atlas Fire (Southern LNU Complex),Solano,48,38.39,-122.24,2017-10-08 21:52:00+00:00,2017,51624,True,True
Garza Fire,Kings,16,35.93,-120.2,2017-07-09 15:10:00+00:00,2017,48889,True,True
Miller Complex,Siskiyou,47,42.04,-123.22,2017-08-14 14:00:00+00:00,2017,39715,False,False
Tubbs Fire (Central LNU Complex),Napa,28,38.61,-122.63,2017-10-08 21:45:00+00:00,2017,36807,True,True
Tubbs Fire (Central LNU Complex),Sonoma,49,38.61,-122.63,2017-10-08 21:45:00+00:00,2017,36807,True,True
Pier Fire,Tulare,54,36.15,-118.74,2017-08-29 08:29:00+00:00,2017,36556,False,True
Redwood Valley Fire (Mendocino Lake Complex),Mendocino,23,39.25,-123.17,2017-10-08 23:36:00+00:00,2017,36523,True,True
Alamo Fire,San Luis Obispo,40,35.02,-120.32,2017-07-06 15:44:00+00:00,2017,28687,True,True
Orleans Complex,Siskiyou,47,41.59,-123.5,2017-07-26 18:00:00+00:00,2017,27276,False,False
Helena - Fork Fire,Trinity,53,40.76,-123.1,2017-08-30 18:00:00+00:00,2017,21846,False,False
Lion Fire,Tulare,54,36.27,-118.49,2017-09-27 14:00:00+00:00,2017,18900,False,False
R-4 Fire,Lassen,18,40.7,-120.11,2017-08-30 08:30:00+00:00,2017,18618,False,False
Whittier Fire,Santa Barbara,42,34.55,-119.95,2017-07-08 13:43:00+00:00,2017,18430,False,False
Pocket Fire (Central LNU Complex),Sonoma,49,38.77,-122.91,2017-10-09 03:30:00+00:00,2017,17357,True,True
Schaeffer Fire,Tulare,54,36.13,-118.86,2017-06-24 16:16:00+00:00,2017,16031,False,False
Creek Fire,Los Angeles,19,34.31,-118.36,2017-12-05 03:44:00+00:00,2017,15619,False,True
Buck Fire,Trinity,53,40.23,-123.04,2017-09-12 17:42:00+00:00,2017,13417,False,False
Railroad Fire,Madera,20,37.45,-119.65,2017-08-29 12:19:00+00:00,2017,12407,False,False
Elm Fire,Fresno,10,36.12,-120.37,2017-05-18 13:11:00+00:00,2017,10343,True,True
Cascade Fire (Wind Complex),Yuba,58,39.32,-121.4,2017-10-08 23:03:00+00:00,2017,9989,True,True
Canyon 2 Fire,Orange,30,33.87,-117.71,2017-10-09 09:51:00+00:00,2017,9217,True,True
Slinkard Fire,Mono,26,38.66,-119.55,2017-08-29 15:15:00+00:00,2017,8925,False,False
Cherokee Fire,Butte,4,39.62,-121.53,2017-10-08 21:45:00+00:00,2017,8417,True,True
Empire Fire,Mariposa,22,37.64,-119.62,2017-08-01 08:45:00+00:00,2017,8094,False,False
Parker 2 Fire,Modoc,25,41.47,-120.32,2017-08-03 14:00:00+00:00,2017,7697,False,False
La Tuna Fire ,Los Angeles,19,34.23,-118.27,2017-09-01 13:26:00+00:00,2017,7194,False,False
South Fork Fire,Mariposa,22,37.54,-119.6,2017-08-14 14:28:00+00:00,2017,7000,False,False
Manzanita Fire,Riverside,33,33.53,-116.59,2017-06-26 15:10:00+00:00,2017,6309,True,False
LaPorte Fire (Wind Complex),Butte,4,39.39,-121.41,2017-10-09 00:57:00+00:00,2017,6151,True,True
Rye Fire,Los Angeles,19,34.45,-118.58,2017-12-05 11:31:00+00:00,2017,6049,True,True
Mud Fire,Lassen,18,40.44,-120.22,2017-08-29 14:36:00+00:00,2017,6042,False,False
Wall Fire,Butte,4,39.45,-121.41,2017-07-07 14:52:00+00:00,2017,6033,True,True
Jayne Fire,Fresno,10,36.07,-120.27,2017-04-20 15:40:00+00:00,2017,5738,True,True
Summit Complex,Stanislaus,50,38.33,-119.78,2017-07-31 13:44:00+00:00,2017,5247,False,False
Ruth Complex,Trinity,53,40.18,-123.37,2017-08-07 22:30:00+00:00,2017,4736,False,False
Minerva Fire,Plumas,32,39.9,-120.98,2017-07-29 18:55:00+00:00,2017,4310,False,False
Lilac Fire,San Diego,37,33.32,-117.16,2017-12-07 11:15:00+00:00,2017,4100,True,True
Ponderosa Fire,Butte,4,39.58,-121.3,2017-08-29 13:16:00+00:00,2017,4016,True,False
Palmer Fire,Riverside,33,33.97,-117.1,2017-09-02 13:33:00+00:00,2017,3874,True,True
Young Fire,Siskiyou,47,41.85,-123.68,2017-08-07 17:45:00+00:00,2017,3142,False,False
Hawk Fire,Kern,15,35.78,-118.9,2017-07-07 09:18:00+00:00,2017,2940,True,False
Canyon Fire,Orange,30,33.87,-117.69,2017-09-25 13:03:00+00:00,2017,2662,True,False
Eureka Fire,Plumas,32,39.75,-120.75,2017-09-05 18:38:00+00:00,2017,2575,False,False
I-5 Fire,Kings,16,36.05,-120.05,2017-08-24 18:13:00+00:00,2017,2312,False,False
Indian Fire,Tulare,54,36.26,-118.3,2017-08-02 18:00:00+00:00,2017,2295,False,False
Roadrunner Fire,Tulare,54,36.02,-118.94,2017-07-30 17:43:00+00:00,2017,2289,True,False
Winters Fire,Yolo,57,38.5,-122.03,2017-07-06 12:41:00+00:00,2017,2269,True,True
Sulphur Fire (Mendocino Lake Complex),Lake,17,39.01,-122.65,2017-10-08 23:59:00+00:00,2017,2207,True,True
Gate Fire,San Diego,37,32.66,-116.81,2017-05-20 23:19:00+00:00,2017,2056,True,True
Adobe Fire (Central LNU Complex),Sonoma,49,38.47,-122.75,2017-10-09 01:00:00+00:00,2017,1868,True,True
Parkfield Fire,Monterey,27,35.87,-120.58,2017-07-08 18:30:00+00:00,2017,1816,True,False
Parkfield Fire,San Luis Obispo,40,35.87,-120.58,2017-07-08 18:30:00+00:00,2017,1816,True,False
Wright Fire,Merced,24,36.97,-120.89,2017-05-12 15:30:00+00:00,2017,1800,True,False
Creek Fire,Stanislaus,50,38.12,-119.94,2017-09-03 16:23:00+00:00,2017,1749,False,False
37 Fire,Sonoma,49,38.14,-122.47,2017-10-09 14:00:00+00:00,2017,1660,True,False
Park Fire,Fresno,10,35.96,-120.56,2017-07-17 13:15:00+00:00,2017,1649,True,True
Quail Fire,Kern,15,35.6,-119.08,2017-07-06 12:29:00+00:00,2017,1626,True,False
Hill Fire,San Luis Obispo,40,35.4,-120.5,2017-06-26 15:27:00+00:00,2017,1598,True,True
Derrick Fire,Fresno,10,36.27,-120.62,2017-07-02 22:28:00+00:00,2017,1538,True,True
Highway Fire,Kern,15,35.53,-118.67,2017-06-18 14:22:00+00:00,2017,1522,False,False
Holcomb Fire,San Bernardino,36,34.3,-116.83,2017-06-19 15:05:00+00:00,2017,1503,False,False
Oakwood Fire,Madera,20,37.08,-119.8,2017-06-10 13:19:00+00:00,2017,1431,True,True
Garden Fire,Kern,15,35.54,-118.65,2017-07-30 16:17:00+00:00,2017,1350,False,False
Opera Fire,Riverside,33,34.01,-117.31,2017-04-30 15:23:00+00:00,2017,1350,True,False
Caldwell Fire,Kern,15,35.76,-118.41,2017-09-01 14:37:00+00:00,2017,1319,False,False
Latrobe Fire,Sacramento,34,38.52,-121.1,2017-07-26 14:45:00+00:00,2017,1286,True,False
Tarina Fire ,Kern,15,35.38,-118.8,2017-06-30 13:49:00+00:00,2017,1200,True,False
Buffalo Fire,San Diego,37,33.4,-117.4,2017-10-17 10:19:00+00:00,2017,1088,False,False
Hudson Fire,Kern,15,34.94,-119.45,2017-07-18 11:45:00+00:00,2017,1083,True,False
Blaine Fire,Riverside,33,33.98,-117.31,2017-08-13 16:10:00+00:00,2017,1044,True,True
Mission Fire,Madera,20,37.22,-119.48,2017-09-03 13:06:00+00:00,2017,1035,True,True
Chilcoot Fire,Plumas,32,39.75,-120.14,2017-08-06 15:32:00+00:00,2017,1020,False,False
Range Fire,San Diego,37,33.35,-117.4,2017-05-25 18:15:00+00:00,2017,1000,False,False
Berry Fire,Shasta,45,40.98,-121.82,2017-09-12 06:58:00+00:00,2017,995,True,True
El Dorado Fire,Fresno,10,36.53,-120.21,2017-04-28 15:40:00+00:00,2017,976,False,False
Grade Fire,Mendocino,23,39.3,-123.29,2017-07-16 14:51:00+00:00,2017,900,True,True
Beale Fire,Yuba,58,39.12,-121.33,2017-08-20 14:44:00+00:00,2017,867,True,False
Wildomar Fire,Riverside,33,33.6,-117.34,2017-10-26 12:34:00+00:00,2017,866,True,False
Poslin Fire,Lassen,18,39.89,-120.07,2017-08-06 19:52:00+00:00,2017,859,False,False
Lobo Fire (Wind Complex),Nevada,29,39.25,-121.13,2017-10-09 00:01:00+00:00,2017,821,True,True
Lake Fire,Los Angeles,19,34.56,-118.61,2017-06-17 13:55:00+00:00,2017,800,False,False
Yankee Fire,San Luis Obispo,40,35.79,-120.77,2017-08-11 16:06:00+00:00,2017,775,True,False
Placerita Fire,Los Angeles,19,34.37,-118.49,2017-06-25 12:47:00+00:00,2017,760,False,False
Farad Fire,Sierra,46,39.44,-120.03,2017-07-10 13:02:00+00:00,2017,747,False,False
Jacksonville Fire,Tuolumne,55,37.91,-120.41,2017-07-29 13:50:00+00:00,2017,690,True,True
Peak Fire,Mariposa,22,37.37,-119.84,2017-09-03 13:10:00+00:00,2017,680,True,True
Mart Fire,San Bernardino,36,34.15,-117.18,2017-06-27 15:22:00+00:00,2017,670,False,False
Ben Fire,Mariposa,22,37.38,-119.96,2017-06-28 15:49:00+00:00,2017,630,True,True
Battle Fire,Modoc,25,41.86,-121.3,2017-06-28 13:50:00+00:00,2017,562,False,False
Mias Fire,Riverside,33,33.95,-116.88,2017-08-14 15:45:00+00:00,2017,545,True,True
W-2 Fire,Lassen,18,41.12,-120.75,2017-08-06 15:29:00+00:00,2017,530,False,False
Ming Fire,Kern,15,35.46,-118.86,2017-05-20 14:23:00+00:00,2017,506,True,False
Deluz Fire,San Diego,37,33.39,-117.32,2017-05-19 14:45:00+00:00,2017,486,False,False
Fay Fire,Siskiyou,47,41.4,-122.84,2017-07-05 11:05:00+00:00,2017,469,True,True
Red Fire,San Luis Obispo,40,35.4,-120.28,2017-08-02 10:15:00+00:00,2017,460,True,False
Bridge Fire,San Bernardino,36,34.1,-117.11,2017-07-14 14:23:00+00:00,2017,460,True,False
Monterey Fire,Fresno,10,36.62,-120.37,2017-06-11 17:15:00+00:00,2017,450,True,False
Rucker Fire,Santa Barbara,42,34.67,-120.44,2017-09-29 14:42:00+00:00,2017,444,True,False
Eastman Fire,Madera,20,37.15,-120.02,2017-09-18 16:04:00+00:00,2017,429,True,False
Table Fire,El Dorado,9,38.85,-120.29,2017-10-13 13:16:00+00:00,2017,426,False,False
Skirball Fire,Los Angeles,19,34.09,-118.48,2017-12-06 06:31:00+00:00,2017,422,False,True
Elephant Fire,Tulare,54,36.22,-119.07,2017-07-20 19:16:00+00:00,2017,416,True,False
Dode Fire,Modoc,25,41.72,-121.3,2017-07-13 15:23:00+00:00,2017,410,False,False
Jennings Fire,San Diego,37,32.85,-116.85,2017-07-11 13:45:00+00:00,2017,400,True,True
Sonoma Fire,Fresno,10,36.45,-120.24,2017-05-10 15:27:00+00:00,2017,400,True,False
Pleasant Fire,Nevada,29,39.34,-121.12,2017-08-30 15:38:00+00:00,2017,392,True,True
Bear Fire,Santa Cruz,44,37.18,-122.07,2017-10-16 22:30:00+00:00,2017,391,True,True
West Fire,Modoc,25,41.17,-120.58,2017-04-03 16:00:00+00:00,2017,380,True,False
Chris Fire,Mono,26,38.46,-119.48,2017-11-13 11:28:00+00:00,2017,370,False,False
Willow Fire,Contra Costa,7,38.03,-122.26,2017-07-08 15:26:00+00:00,2017,370,True,False
Creek Fire,Fresno,10,36.27,-120.65,2017-06-23 16:00:00+00:00,2017,357,True,False
Stone Fire,San Luis Obispo,40,35.42,-120.47,2017-07-09 13:49:00+00:00,2017,340,True,True
Dinely Fire,Tulare,54,36.46,-118.88,2017-06-07 11:55:00+00:00,2017,339,True,True
Rose Fire,Kern,15,34.93,-118.93,2017-08-10 14:32:00+00:00,2017,338,True,True
Bryant Fire,San Bernardino,36,34.08,-117.04,2017-08-03 15:35:00+00:00,2017,325,True,True
Marble Fire,Del Norte,8,41.48,-123.51,2017-07-19 14:00:00+00:00,2017,319,False,False
Liberty Fire,Riverside,33,33.59,-117.15,2017-12-07 13:14:00+00:00,2017,300,False,False
Bravo Fire,Kern,15,35.41,-118.84,2017-05-15 14:05:00+00:00,2017,288,True,False
Little Mountain Fire,San Bernardino,36,34.17,-117.33,2017-12-05 13:35:00+00:00,2017,260,True,False
Lost Fire,San Diego,37,33.35,-116.66,2017-07-22 15:00:00+00:00,2017,255,True,False
Huasna Fire,San Luis Obispo,40,35.12,-120.39,2017-09-20 13:41:00+00:00,2017,245,True,True
Murphy Fire,Fresno,10,36.25,-120.32,2017-09-19 19:47:00+00:00,2017,237,True,False
Largo Fire,El Dorado,9,38.54,-121.04,2017-07-30 01:45:00+00:00,2017,236,True,False
Deer Complex,Contra Costa,7,37.88,-121.79,2017-07-08 02:20:00+00:00,2017,231,True,False
Spring Fire,Mariposa,22,37.46,-119.92,2017-07-02 13:36:00+00:00,2017,225,True,True
Camp Fire,San Luis Obispo,40,35.35,-120.76,2017-05-18 08:48:00+00:00,2017,225,True,False
Arrow Fire,San Luis Obispo,40,35.21,-119.88,2017-05-15 13:58:00+00:00,2017,225,True,False
Bodfish Fire,Kern,15,35.6,-118.48,2017-06-10 12:17:00+00:00,2017,206,True,False
Eagle Fire,Riverside,33,33.85,-117.48,2017-07-04 16:55:00+00:00,2017,205,True,False
Skeleton Fire,Lake,17,39.45,-122.85,2017-09-12 14:36:00+00:00,2017,200,False,False
Range Fire,Alameda,1,37.73,-121.91,2017-08-22 14:00:00+00:00,2017,200,False,False
Eclipse Fire,San Diego,37,32.65,-116.43,2017-08-21 14:00:00+00:00,2017,200,True,True
Rose Fire,Riverside,33,33.69,-117.4,2017-07-31 14:22:00+00:00,2017,200,True,False
Tehama Fire,Tehama,52,40.02,-121.91,2017-10-26 20:00:00+00:00,2017,194,True,False
Wasioja Fire,Santa Barbara,42,34.95,-119.8,2017-05-20 17:54:00+00:00,2017,190,True,False
Toll Fire,Plumas,32,39.99,-120.9,2017-08-20 16:26:00+00:00,2017,186,False,False
Wild Fire,Fresno,10,36.7,-120.41,2017-06-11 10:46:00+00:00,2017,186,True,False
Rolling Fire,Kern,15,35.31,-118.7,2017-10-15 17:11:00+00:00,2017,184,True,False
Quarry Fire,Kern,15,35.19,-118.76,2017-10-12 10:42:00+00:00,2017,183,True,False
Laverne Fire,Shasta,45,40.47,-122.44,2017-07-18 12:39:00+00:00,2017,180,True,True
High Fire,San Bernardino,36,34.41,-117.03,2017-07-23 15:53:00+00:00,2017,170,True,True
Hills Fire,Riverside,33,33.88,-117.0,2017-08-19 16:31:00+00:00,2017,168,True,False
Evans Fire,Sierra,46,39.71,-120.02,2017-06-19 21:41:00+00:00,2017,168,False,False
Honcut Fire,Butte,4,39.37,-121.54,2017-07-10 14:45:00+00:00,2017,166,True,False
Peg Fire,Lassen,18,40.81,-120.49,2017-08-26 12:35:00+00:00,2017,157,True,False
26 Fire,Madera,20,37.13,-120.02,2017-06-07 21:00:00+00:00,2017,157,True,False
Corral Fire,Alameda,1,37.63,-121.5,2017-09-19 14:05:00+00:00,2017,155,True,False
Hill Fire,Siskiyou,47,41.98,-121.97,2017-07-29 16:33:00+00:00,2017,155,True,False
Smiley Fire,Riverside,33,33.99,-117.21,2017-06-18 15:10:00+00:00,2017,153,True,False
Honey Fire,Butte,4,39.75,-121.67,2017-10-09 15:05:00+00:00,2017,150,True,True
Olive Fire,San Luis Obispo,40,35.78,-120.24,2017-07-24 14:43:00+00:00,2017,150,True,True
Lucy Fire,San Luis Obispo,40,35.69,-120.32,2017-06-14 11:44:00+00:00,2017,150,True,False
41 Fire,Madera,20,36.91,-119.79,2017-05-17 15:30:00+00:00,2017,150,True,False
Tower Fire,San Bernardino,36,34.3,-117.46,2017-04-30 16:03:00+00:00,2017,150,False,False
River Fire,Trinity,53,40.47,-123.52,2017-10-14 16:00:00+00:00,2017,148,False,False
Grape Fire,Mendocino,23,39.02,-123.14,2017-09-19 13:02:00+00:00,2017,146,True,True
Soda Fire,Butte,4,40.08,-121.57,2017-09-28 14:46:00+00:00,2017,143,True,False
Ranch Fire,El Dorado,9,38.56,-120.7,2017-07-26 13:58:00+00:00,2017,140,True,True
French Fire,El Dorado,9,38.58,-120.92,2017-09-17 15:18:00+00:00,2017,136,True,True
Gorman Fire,Los Angeles,19,34.79,-118.85,2017-07-28 15:25:00+00:00,2017,135,False,False
King Fire,Tulare,54,35.86,-118.75,2017-06-13 17:00:00+00:00,2017,135,True,True
Skyway Fire,Butte,4,39.7,-121.75,2017-06-16 09:27:00+00:00,2017,134,True,False
Point Fire,Calaveras,5,38.4,-120.53,2017-10-09 01:10:00+00:00,2017,130,True,True
Border Fire,San Diego,37,32.6,-116.77,2017-09-01 04:20:00+00:00,2017,130,True,True
Olive Fire,San Luis Obispo,40,35.78,-120.23,2017-05-02 14:32:00+00:00,2017,130,True,False
Oak Fire,Shasta,45,40.7,-122.01,2017-07-01 00:48:00+00:00,2017,128,True,False
Tumey Fire,Fresno,10,36.54,-120.66,2017-04-29 17:15:00+00:00,2017,126,True,False
Coronado Fire,Mariposa,22,37.63,-120.3,2017-08-13 16:23:00+00:00,2017,125,True,False
Twist Fire,Tuolumne,55,37.9,-120.36,2017-07-30 16:28:00+00:00,2017,124,True,False
Stewart Fire,Riverside,33,34.01,-117.24,2017-08-04 14:25:00+00:00,2017,122,True,False
Margarita Fire,San Luis Obispo,40,35.32,-120.51,2017-09-03 16:59:00+00:00,2017,120,True,False
Lamb Fire,Riverside,33,33.88,-117.0,2017-05-25 14:48:00+00:00,2017,120,True,False
Maria Fire,Calaveras,5,38.29,-120.62,2017-07-17 12:55:00+00:00,2017,117,True,True
Fallon Fire,Alameda,1,37.74,-121.86,2017-10-17 14:00:00+00:00,2017,116,True,False
Canyon Fire,Napa,28,38.49,-122.25,2017-08-11 12:57:00+00:00,2017,114,True,True
Flat Fire,Fresno,10,36.93,-119.43,2017-08-26 14:31:00+00:00,2017,111,True,False
Lone Fire,Butte,4,39.38,-121.58,2017-06-22 11:10:00+00:00,2017,111,True,False
Poly Fire,San Luis Obispo,40,35.3,-120.65,2017-09-26 15:30:00+00:00,2017,105,True,False
Canyon Fire,Riverside,33,33.95,-116.88,2017-06-15 11:36:00+00:00,2017,105,True,False
Humboldt Fire,Butte,4,39.76,-121.74,2017-07-19 16:02:00+00:00,2017,103,True,False
Coalinga Fire,Fresno,10,36.36,-120.33,2017-08-30 16:51:00+00:00,2017,102,True,False
Lariat Fire,Santa Clara,43,37.4,-121.82,2017-07-11 16:51:00+00:00,2017,101,False,False
Church Fire,San Diego,37,32.65,-116.37,2017-10-21 13:04:00+00:00,2017,100,True,False
Oakmont Fire (Central LNU Complex),Sonoma,49,38.46,-122.58,2017-10-14 20:35:00+00:00,2017,100,True,True
Long Fire,Lake,17,39.02,-122.57,2017-10-14 05:00:00+00:00,2017,100,True,False
Timm Fire,Solano,48,38.44,-121.97,2017-10-02 09:37:00+00:00,2017,100,True,False
Bally Fire,Santa Clara,43,36.99,-121.6,2017-09-03 19:17:00+00:00,2017,100,True,False
Parkfield Fire,Fresno,10,36.09,-120.52,2017-09-03 09:23:00+00:00,2017,100,True,False
Tilton Fire,Santa Clara,43,37.15,-121.68,2017-08-11 14:55:00+00:00,2017,100,True,False
Mile Fire,San Bernardino,36,34.19,-117.27,2017-07-31 14:44:00+00:00,2017,100,False,False
Oak Fire,San Bernardino,36,34.04,-116.94,2017-11-29 12:19:00+00:00,2017,99,True,False
Reed Fire,Riverside,33,33.57,-116.82,2017-08-07 14:14:00+00:00,2017,92,True,True
Auberry Fire,Fresno,10,36.95,-119.66,2017-07-05 15:40:00+00:00,2017,91,True,True
